Sr No.,Year,Month,State,StateCode,censusyear,CensusStateCode,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,JoinYear,NumberOfChildren,NumberOfParents,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFemaleMappingError%,TotalPopulationFemaleUrbanMappingError%,TotalPopulationFemaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,LandAreaMappingError%,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,Country,State lgd code,Name of the fertilizer used,Required fertilizer quantity,Available fertilizer quantity
4085,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,DAP,7805.271517,4960.006134
4086,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MAP,0,0
4087,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MOP,1170.790728,994.0013277
4088,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,NPK,0,0
4089,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,SSP,0,0
4090,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,TSP,0,0
4091,2013-14,13-Aug,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,UREA,11707.90728,7117.627097
4092,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,DAP,1463.488409,2747.845838
4093,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MAP,0,0
4094,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MOP,292.6976819,2552.470135
4095,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,NPK,0,0
4096,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,TSP,0,0
4097,2013-14,14-Dec,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,UREA,4878.294698,4722.140485
4098,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,DAP,1463.488409,2747.845838
4099,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MAP,0,0
4100,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MOP,292.6976819,2552.470135
4101,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,NPK,0,0
4102,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,TSP,0,0
4103,2013-14,14-Dec,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,UREA,4878.294698,4722.140485
4104,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,DAP,8097.969199,5256.606452
4105,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MAP,0,0
4106,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MOP,3453.832646,2330.702858
4107,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,NPK,0,0
4108,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,SSP,1229.330264,0
4109,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,TSP,0,0
4110,2013-14,14-Feb,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,UREA,11824.98635,3475.492275
4111,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,DAP,8097.969199,5256.606452
4112,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MAP,0,0
4113,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MOP,3453.832646,2330.702858
4114,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,NPK,0,0
4115,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,SSP,1229.330264,0
4116,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,TSP,0,0
4117,2013-14,14-Feb,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,UREA,11824.98635,3475.492275
4118,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,DAP,5600.282314,5840.099281
4119,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MAP,0,0
4120,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MOP,2156.206257,2465.538923
4121,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,NPK,0,0
4122,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,SSP,848.8232775,0
4123,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,TSP,0,0
4124,2013-14,14-Jan,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,UREA,7268.6591,3847.852509
4125,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,DAP,5600.282314,5840.099281
4126,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MAP,0,0
4127,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,MOP,2156.206257,2465.538923
4128,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,NPK,0,0
4129,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,SSP,848.8232775,0
4130,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,TSP,0,0
4131,2013-14,14-Jan,Jammu And Kashmir,37,2011,1,274289,62009,212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.3,58265.33203,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021870855,1,0.018061354,1,0.023306829,1,0.023605478,1,0.02177812,1,0.024319732,1,0.019918687,1,0.013635113,1,0.022190875,1,0.01898696,1,0.016237407,1,0.019989275,1,0.021096876,1,0.024518226,1,0.02434106,1,India,1,UREA,7268.6591,3847.852509
4132,2013-14,13-Jul,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,DAP,4878.294698,4944.298026
4133,2013-14,13-Jul,Jammu And Kashmir,1,2011,1,12267013,3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2210000,2335440.25,2013-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978129145,1,0.981938646,1,0.976693171,1,0.976394522,1,0.97822188,1,0.975680268,1,0.980081313,1,0.986364887,1,0.977809125,1,0.98101304,1,0.983762593,1,0.980010725,1,0.978903124,1,0.975481774,1,0.97565894,1,India,1,MAP,0,0
